Date,City,Temperature,Humidity,AirQualityIndex,NoiseLevel_dB,HumanActivityLevel,NearbyGreenSpaces,RoadDensity,WildlifeSpecies,SpeciesCategory,NumberOfSightings,TimeOfDay,WeatherCondition,DayOfWeek,Season,ProximityToWaterSource,UrbanDevelopmentIndex,PublicAwarenessLevel,ConservationEffortsLevel,GarbageManagementScore,LightPollutionLevel,TypeOfSighting,PhotographicEvidence,CitizenReportReliability,SightingDuration_Min,InteractionType,AnimalBehavior,IsEndangeredSpecies,DistanceFromCityCenter_km,ResidentialAreaType,NoiseToleranceLevel,VegetationDensity,ObservationMethod
14-12-16,Quetta,31.1,64,135,99,0,1,4,Hedgehog,Mammal,2,Morning,Cloudy,Thu,Summer,0,0.37,0.04,0.37,0.5,0.21,Heard,Yes,0.26,31,Heard,Aggressive,Yes,29.3,Rural,0.24,0.63,App
12-12-14,Lahore,42,53.1,53,90,8,4,3,Cobra,Reptile,9,Night,Sunny,Fri,Spring,3,0.99,0.71,0.93,0.86,0.3,Heard,Yes,0.94,5.2,Seen,Curious,No,16.6,Rural,0.64,0.57,In-person
11-04-15,Quetta,31.3,75.6,227,61,7,0,3,Hedgehog,Mammal,3,Evening,Cloudy,Sat,Summer,4,0.45,0.68,0.18,0.4,0.07,Fed,No,0.64,57.8,Heard,Aggressive,No,2.4,Urban,0.66,0.8,App
27-07-13,Lahore,21.4,39.1,155,96,6,1,3,Fox,Mammal,6,Evening,Rainy,Tue,Autumn,5,0.67,0.97,0.39,0.68,0.3,Seen,No,0.34,34.9,Seen,Fleeing,Yes,49,Semi-urban,0.45,0.94,Hotline
20-04-11,Lahore,42.4,37.8,279,56,7,0,8,Owl,Bird,8,Morning,Cloudy,Sat,Spring,5,0.86,0.92,0.01,0.37,0.26,Fed,No,0.61,38.3,Seen,Calm,No,50,Urban,0.51,0.6,In-person
07-03-23,Islamabad,27.4,30.3,52,93,3,3,5,Porcupine,Mammal,4,Morning,Cloudy,Mon,Autumn,0,0.1,0.21,0.35,0.54,0.29,Chased,Yes,0.35,52.3,Heard,Feeding,No,7.3,Urban,0.5,0.96,App
15-12-23,Lahore,33.8,70.2,112,71,6,2,2,Bat,Mammal,7,Morning,Cloudy,Sat,Spring,7,0.92,0.21,0.46,0.46,0.81,Seen,Yes,0.84,45.8,Heard,Calm,No,18.3,Semi-urban,0.07,0.41,In-person
06-04-14,Lahore,35.4,69.2,275,53,4,2,4,Fox,Mammal,7,Morning,Sunny,Mon,Winter,0,0.96,0.6,0.02,0.11,0.83,Chased,No,0.85,56.8,Seen,Aggressive,Yes,28.2,Urban,0.86,0.84,App
11-07-20,Quetta,32.7,74.9,278,93,3,0,2,Fox,Mammal,2,Night,Cloudy,Sat,Summer,6,0.29,0.89,0.18,0.46,0.59,Fed,No,0.56,50,Heard,Aggressive,Yes,11.6,Urban,0.38,0.81,Website
13-06-19,Quetta,30.8,48.1,172,86,8,0,5,Porcupine,Mammal,5,Night,Foggy,Wed,Spring,2,0.78,0.69,0.99,0.51,0.43,Fed,Yes,0.36,29.1,Heard,Fleeing,No,43.7,Rural,0.04,0.98,App
22-07-11,Lahore,44.8,61.8,221,81,4,2,8,Wild Cat,Mammal,5,Afternoon,Sunny,Mon,Summer,9,0.72,0.37,0.2,0.54,0.97,Seen,No,0.73,30,Fed,Aggressive,No,38.9,Urban,0.74,0.9,Website
28-03-26,Lahore,21.1,80.1,212,84,5,4,1,Monkey,Mammal,5,Evening,Foggy,Tue,Winter,0,0.96,0.44,0.27,0.06,0.73,Fed,Yes,0.66,58.4,Photographed,Curious,No,35.6,Urban,0.93,0.99,App
26-11-14,Lahore,27.9,30.5,252,69,5,4,3,Cobra,Reptile,6,Afternoon,Foggy,Sun,Winter,2,0.26,0.89,0.33,0.57,0.4,Seen,Yes,0.17,22.4,Chased,Calm,Yes,20.5,Semi-urban,0.9,0.39,Hotline
30-07-19,Peshawar,26.4,74.8,235,62,2,4,8,Cobra,Reptile,5,Evening,Rainy,Thu,Summer,3,0.95,0.67,0.41,0.48,0.66,Heard,Yes,0.84,23.1,Seen,Curious,Yes,45.8,Rural,0.32,0.58,Hotline
01-01-21,Karachi,43.8,85.7,219,66,6,2,4,Monkey,Mammal,8,Night,Sunny,Thu,Winter,7,0.14,0.31,0.04,0.31,0.06,Photographed,Yes,0.31,16.7,Chased,Aggressive,No,49.7,Semi-urban,0.24,0.32,App
31-10-20,Lahore,35.6,80.2,131,77,8,2,9,Fox,Mammal,8,Night,Sunny,Thu,Autumn,4,0.67,0.24,0.7,0.35,0.46,Fed,Yes,0.6,41.5,Chased,Aggressive,Yes,12,Urban,0.84,0.75,Website
29-10-11,Quetta,22,88.2,228,90,5,4,2,Owl,Bird,4,Evening,Rainy,Wed,Spring,6,0.41,0.72,0.19,0.82,0.33,Seen,Yes,0.5,46.6,Photographed,Calm,Yes,31.3,Urban,0.31,0.45,App
20-07-23,Karachi,24.2,61.6,239,55,8,1,8,Cobra,Reptile,5,Night,Foggy,Fri,Autumn,4,0.38,0.07,0.52,0.6,0.74,Photographed,No,0.41,35.8,Photographed,Feeding,Yes,36.7,Semi-urban,0.76,0.37,In-person
22-03-25,Quetta,17,22.6,144,48,4,4,2,Cobra,Reptile,3,Evening,Rainy,Thu,Spring,5,0.77,0.67,0.76,0.98,0.43,Heard,No,0.16,28.2,Chased,Calm,Yes,2.4,Semi-urban,0.29,0.63,In-person
26-01-16,Peshawar,24.3,68,84,87,8,2,2,Fox,Mammal,3,Morning,Sunny,Fri,Winter,7,0.32,0.3,0.31,0.81,0.83,Seen,Yes,0.4,36,Seen,Aggressive,Yes,7,Rural,0.47,1,In-person
16-06-23,Quetta,19.8,86.3,206,54,9,0,6,Porcupine,Mammal,3,Morning,Foggy,Thu,Summer,2,0.81,0.37,0.57,0.79,0.06,Seen,No,0.65,50.4,Heard,Fleeing,Yes,18.7,Rural,0.46,0.73,App
07-01-21,Quetta,17,47,149,66,7,2,6,Owl,Bird,7,Evening,Foggy,Mon,Spring,9,0.6,0.45,0.04,0.28,0.02,Fed,Yes,0.42,16.3,Seen,Curious,Yes,34.4,Semi-urban,0.31,0.44,App
15-02-21,Lahore,36.8,53.7,136,56,9,2,8,Fox,Mammal,2,Night,Foggy,Mon,Spring,8,0.39,0.61,0.66,0.58,0.99,Seen,No,0.72,56,Heard,Curious,Yes,6,Urban,0.06,0.38,Website
03-04-16,Islamabad,19.1,56.8,207,69,0,4,9,Wild Cat,Mammal,8,Night,Rainy,Tue,Autumn,5,0.19,0.03,0.33,0.02,0.5,Heard,Yes,0.56,4.1,Heard,Calm,Yes,12.1,Rural,0.83,0.52,In-person
02-06-26,Lahore,28,68.9,243,50,0,1,4,Cobra,Reptile,7,Evening,Foggy,Thu,Autumn,4,0.05,0.78,0.04,0.31,0.57,Fed,No,0.47,17.7,Chased,Calm,Yes,13.8,Urban,0.8,0.98,App
23-10-10,Islamabad,25.4,22.7,294,42,5,2,7,Porcupine,Mammal,7,Afternoon,Foggy,Tue,Autumn,8,0.01,0.34,0.75,0.96,0.43,Photographed,No,0.43,27.3,Chased,Fleeing,Yes,21.4,Urban,0.63,0.76,Website
14-11-24,Quetta,38.5,65.5,154,67,9,4,5,Owl,Bird,6,Afternoon,Cloudy,Sat,Autumn,6,0.49,0.22,0.04,0.68,0.21,Seen,Yes,0.99,32.5,Seen,Curious,No,14.5,Semi-urban,0.66,0.35,In-person
20-08-14,Karachi,39.6,41.6,227,63,2,1,3,Wild Cat,Mammal,5,Evening,Sunny,Sun,Winter,3,0.35,0.74,0.66,0.19,0.36,Seen,Yes,0.34,37.2,Chased,Feeding,No,17.3,Rural,0.31,0.29,In-person
16-11-23,Karachi,27.3,33.7,287,53,2,4,2,Wild Cat,Mammal,9,Morning,Sunny,Sat,Summer,1,0.74,0.88,0.12,0.76,0.66,Fed,Yes,0.31,58.5,Fed,Feeding,Yes,28.6,Rural,0.91,0.87,Website
31-07-25,Quetta,25,57.5,96,40,3,1,6,Fox,Mammal,3,Evening,Cloudy,Sat,Winter,3,0.18,0.77,0.26,0.19,0.38,Photographed,Yes,0.45,52.6,Seen,Curious,Yes,31,Rural,0.41,0.58,Website
08-11-18,Quetta,43.6,27.9,85,99,8,4,2,Hedgehog,Mammal,1,Night,Foggy,Sat,Spring,4,0.75,0.03,0.26,0.16,0.96,Seen,Yes,0.73,14.8,Chased,Feeding,No,10.5,Rural,0.86,0.27,App
21-12-19,Peshawar,44.9,39.8,87,72,8,2,9,Bat,Mammal,4,Evening,Sunny,Thu,Autumn,1,0.27,0.16,0.31,0.51,0.06,Seen,Yes,0.24,56.9,Heard,Fleeing,No,27.2,Urban,0.06,0.72,In-person
02-02-25,Peshawar,16.9,71.7,197,77,6,4,6,Wild Cat,Mammal,8,Afternoon,Cloudy,Sun,Spring,9,0.72,0.52,0.01,0.08,0.72,Photographed,No,0.46,47.3,Heard,Aggressive,No,32.5,Rural,0.58,0.91,App
22-09-22,Quetta,15.6,30.9,143,93,8,2,2,Hedgehog,Mammal,4,Morning,Sunny,Sat,Summer,6,0.4,0.98,0.11,0.1,0.75,Heard,No,0.38,43.3,Heard,Calm,Yes,10.1,Semi-urban,0.46,0.34,App
13-06-14,Quetta,28.5,73.8,114,64,4,1,8,Hedgehog,Mammal,7,Afternoon,Sunny,Mon,Autumn,7,0.35,0.37,0.69,0.32,0.56,Seen,Yes,0.35,10.8,Seen,Curious,Yes,22.8,Rural,0.22,0.91,App
07-01-17,Lahore,24.1,61.8,228,61,8,2,7,Cobra,Reptile,6,Night,Cloudy,Mon,Winter,3,0.39,0.82,0.2,0.05,0.78,Chased,Yes,0.59,30.7,Fed,Feeding,No,13.7,Rural,0.07,0.53,App
04-08-16,Karachi,41,28.4,203,81,5,2,2,Bat,Mammal,7,Evening,Rainy,Fri,Spring,9,0.97,0.73,0.72,0.09,0.93,Heard,Yes,0.52,51.3,Chased,Curious,Yes,0.7,Rural,0.3,1,In-person
14-01-11,Quetta,27.8,82.2,99,97,7,3,8,Cobra,Reptile,3,Night,Sunny,Fri,Spring,5,0.73,0.23,0.16,0.23,0.49,Seen,Yes,0.82,21.9,Photographed,Feeding,Yes,28.3,Semi-urban,0.8,0.31,In-person
06-09-25,Islamabad,41.5,86.7,172,63,0,0,3,Hedgehog,Mammal,8,Morning,Cloudy,Sun,Spring,2,0.61,0.52,0.52,0.39,0.47,Chased,Yes,0.67,56,Photographed,Feeding,No,29.8,Urban,0.86,0.88,App
12-08-21,Lahore,30.6,44.3,74,94,7,0,7,Hedgehog,Mammal,7,Evening,Cloudy,Fri,Autumn,8,0.84,0.98,0.09,0.81,0.86,Fed,Yes,0.21,17.7,Chased,Fleeing,No,36.7,Rural,0.81,0.42,App
11-06-25,Islamabad,19.8,65.4,283,77,7,2,4,Fox,Mammal,2,Evening,Cloudy,Sat,Winter,7,0.47,0.61,0.11,0.56,0.07,Photographed,Yes,0.59,33.6,Fed,Fleeing,Yes,43.7,Semi-urban,0.73,0.32,In-person
09-04-12,Karachi,41.7,60.1,160,81,2,1,1,Hedgehog,Mammal,6,Afternoon,Cloudy,Thu,Summer,4,0.2,0.8,0.31,0.31,0.87,Fed,Yes,0.6,53.4,Photographed,Fleeing,No,20.7,Urban,0.34,0.56,In-person
12-08-18,Quetta,16.8,30.8,293,43,1,4,5,Bat,Mammal,6,Afternoon,Rainy,Sat,Winter,2,0.95,0.65,0.46,0.47,0.41,Fed,No,0.31,23.8,Photographed,Feeding,No,26.4,Semi-urban,0.53,0.79,Hotline
21-01-23,Islamabad,25.8,70.2,233,74,9,3,9,Bat,Mammal,4,Morning,Rainy,Thu,Summer,1,0.82,0.64,0.65,0.08,0.95,Heard,Yes,0.2,34.2,Chased,Calm,Yes,16.6,Rural,0.43,0.65,Website
30-03-11,Karachi,42.3,52,79,49,6,0,6,Bat,Mammal,8,Afternoon,Cloudy,Wed,Spring,1,0.44,0.02,0.16,0.94,0.58,Chased,No,0.83,29.7,Fed,Feeding,Yes,41.8,Urban,0.54,0.1,Hotline
06-10-25,Islamabad,42,30.4,191,81,8,1,0,Bat,Mammal,1,Afternoon,Sunny,Thu,Spring,2,0.42,0.8,0.16,0.62,0.51,Photographed,No,0.37,43.9,Chased,Aggressive,No,27.6,Rural,0.48,0.7,App
10-06-17,Peshawar,39.1,88.1,72,77,9,2,1,Fox,Mammal,1,Morning,Sunny,Wed,Winter,0,0.27,0.87,0.28,0.37,0.61,Heard,Yes,0.88,49.2,Fed,Aggressive,No,13.3,Rural,0.83,0.73,Hotline
08-10-20,Lahore,44.7,85.5,294,83,1,0,3,Bat,Mammal,1,Morning,Cloudy,Tue,Autumn,1,0,0.05,0.97,0.13,0.04,Chased,Yes,0.38,35.7,Photographed,Aggressive,Yes,47.4,Urban,0.7,0.35,Website
19-10-10,Islamabad,43.2,22.5,185,97,3,3,4,Owl,Bird,5,Night,Rainy,Sun,Winter,5,0.93,0.11,0.05,0.89,0.1,Heard,No,0.82,45.1,Photographed,Curious,No,30,Urban,0.38,0.92,Website
21-09-15,Karachi,41.1,49.8,234,58,7,1,4,Owl,Bird,9,Night,Rainy,Sat,Winter,2,0.77,0.8,0.45,0.32,0.76,Heard,No,0.81,42,Photographed,Calm,No,1.7,Semi-urban,0.59,0.41,App
18-04-20,Peshawar,20.9,68.6,280,43,5,4,0,Hedgehog,Mammal,2,Morning,Cloudy,Sat,Summer,0,0.71,0.93,0.72,0.58,0.23,Fed,Yes,0.11,42,Fed,Feeding,Yes,11.6,Semi-urban,0.86,0.52,In-person
06-06-19,Quetta,30.9,72.8,238,80,3,1,0,Monkey,Mammal,6,Morning,Rainy,Mon,Autumn,4,0.02,0.72,0.88,0.57,0.03,Photographed,No,0.3,26.9,Fed,Calm,Yes,29.4,Semi-urban,0.5,0.92,Hotline
21-04-12,Peshawar,43.2,27.5,224,82,7,2,8,Bat,Mammal,7,Evening,Foggy,Fri,Spring,2,0.41,0.25,0.76,0.3,0.81,Fed,No,0.58,47.8,Fed,Feeding,No,13.9,Semi-urban,0.51,0.61,In-person
30-10-13,Quetta,43.3,38.7,283,47,0,3,7,Wild Cat,Mammal,2,Morning,Rainy,Wed,Summer,6,0.13,0.45,0.19,0.19,0.1,Photographed,Yes,0.49,5.5,Seen,Calm,Yes,45.5,Rural,0.45,0.85,Hotline
20-02-22,Karachi,44.4,67.4,232,96,4,3,0,Hedgehog,Mammal,6,Evening,Cloudy,Sat,Autumn,7,0.13,0.14,0.18,0.8,0.44,Seen,No,0.23,6.9,Seen,Calm,No,15,Urban,0.8,0.43,In-person
02-02-10,Karachi,19.8,48.3,286,72,0,3,3,Porcupine,Mammal,6,Night,Cloudy,Thu,Summer,4,0.9,0.7,0.94,0.25,0.69,Heard,No,0.83,42.4,Heard,Calm,No,10.6,Semi-urban,0.28,0.61,Website
30-08-26,Quetta,28.4,71.5,223,62,7,4,9,Fox,Mammal,6,Night,Foggy,Mon,Winter,5,0.02,0.65,0.54,0.54,0.79,Seen,No,0.44,59.7,Heard,Curious,No,47.3,Urban,0.01,0.91,App
12-06-24,Islamabad,35.4,55.1,113,51,5,1,6,Bat,Mammal,5,Night,Rainy,Sun,Autumn,7,0.18,0.64,0.08,0.64,0.81,Chased,No,0.42,5.2,Chased,Calm,No,34.6,Semi-urban,0.34,0.32,Website
13-06-13,Lahore,35.7,87.9,203,47,1,4,3,Fox,Mammal,8,Evening,Rainy,Thu,Summer,2,0.65,0.31,0.24,0.49,0.22,Chased,No,0.54,57.4,Photographed,Feeding,Yes,42,Rural,0.94,0.83,In-person
03-08-23,Islamabad,25.6,76.8,271,68,1,0,0,Cobra,Reptile,8,Afternoon,Cloudy,Sun,Winter,5,0.15,0.97,0.46,0.85,0.47,Chased,Yes,0.69,2.4,Heard,Curious,No,12.6,Semi-urban,0.44,0.67,In-person
29-09-13,Lahore,20.1,73.5,170,55,4,0,7,Monkey,Mammal,1,Night,Rainy,Sat,Summer,1,0.52,0.99,0.97,0.41,0.69,Seen,Yes,0.34,10,Chased,Curious,No,38.4,Urban,0.44,0.26,App
25-12-16,Karachi,37.8,84.1,57,54,5,3,9,Bat,Mammal,2,Afternoon,Cloudy,Mon,Spring,7,0.86,0.2,0.36,0.98,0.98,Heard,No,0.3,4.9,Heard,Fleeing,No,13.6,Semi-urban,0.4,0.5,In-person
22-09-20,Islamabad,33.6,83,294,51,9,4,4,Bat,Mammal,5,Afternoon,Rainy,Fri,Winter,1,0.29,0.06,0.38,0.37,0.47,Chased,Yes,0.6,59.6,Seen,Calm,Yes,37.8,Semi-urban,0.04,0.74,App
12-05-12,Karachi,39.7,82.7,294,78,3,0,4,Cobra,Reptile,3,Evening,Foggy,Mon,Winter,4,0.1,0.33,0.37,0.46,0.34,Fed,Yes,0.13,10.3,Seen,Fleeing,No,5.8,Semi-urban,0.43,0.29,In-person
25-12-21,Quetta,23.8,53,93,48,9,2,1,Monkey,Mammal,3,Afternoon,Sunny,Tue,Summer,6,0.62,0.5,0.92,0.42,0.85,Chased,Yes,0.61,42.8,Photographed,Fleeing,Yes,44.4,Rural,1,0.76,In-person
15-11-24,Islamabad,24.4,40.9,212,58,0,2,0,Monkey,Mammal,9,Night,Sunny,Tue,Winter,0,0.16,0.28,0.59,0.36,0.84,Heard,Yes,0.75,6.9,Heard,Feeding,No,31.3,Urban,0.11,0.33,In-person
22-08-11,Islamabad,20.3,32.1,270,85,9,1,9,Porcupine,Mammal,9,Night,Rainy,Sat,Autumn,8,0.27,0.81,0.68,0.52,0.65,Fed,Yes,0.89,23.8,Chased,Feeding,No,38.5,Rural,0.16,0.73,Hotline
19-01-21,Islamabad,37.5,51,167,53,7,0,4,Wild Cat,Mammal,5,Afternoon,Rainy,Tue,Winter,9,0.69,0.77,0.74,0.34,1,Fed,Yes,0.86,16.3,Fed,Curious,No,9.8,Semi-urban,0.31,0.51,Website
06-03-21,Karachi,40.5,74.5,65,86,2,0,5,Fox,Mammal,9,Night,Rainy,Wed,Summer,1,0.43,0.57,0.83,0.33,0.96,Photographed,No,0.52,57.4,Photographed,Aggressive,Yes,44,Urban,0.77,0.52,App
03-11-14,Lahore,32.6,78.7,233,42,7,0,6,Porcupine,Mammal,7,Afternoon,Foggy,Wed,Autumn,5,0.56,0.27,0.38,0.02,0.38,Fed,Yes,0.83,33,Chased,Fleeing,No,0.6,Urban,0.47,0.36,Hotline
14-12-20,Islamabad,29.3,48.3,230,54,1,1,3,Monkey,Mammal,4,Night,Cloudy,Mon,Spring,6,0.18,0.53,0.04,0.5,0.13,Fed,No,0.85,7.7,Heard,Calm,No,25.7,Semi-urban,0.52,0.97,App
01-05-13,Quetta,34.6,40.1,59,51,4,3,6,Fox,Mammal,2,Morning,Foggy,Tue,Winter,3,0.04,0.76,0.64,0.96,0.59,Photographed,No,0.37,23.5,Heard,Calm,No,8.9,Rural,0.72,0.74,Hotline
13-11-17,Islamabad,21,31.1,170,62,2,0,3,Monkey,Mammal,9,Evening,Cloudy,Wed,Spring,6,0.81,0.41,0.53,0.97,0.3,Photographed,Yes,0.32,42.9,Seen,Calm,Yes,38.6,Rural,0.41,0.29,In-person
25-10-13,Peshawar,38.4,66.9,52,95,3,1,9,Hedgehog,Mammal,8,Evening,Sunny,Sun,Autumn,1,0.18,0.86,0.77,0.57,0.64,Photographed,Yes,0.19,3.4,Photographed,Curious,No,16.6,Rural,0.82,0.52,Website
16-05-12,Islamabad,21.7,78.4,284,60,9,3,4,Wild Cat,Mammal,8,Night,Sunny,Sun,Spring,2,0.09,0.14,0.64,0.85,0.1,Fed,No,0.76,44.8,Seen,Fleeing,Yes,29.1,Semi-urban,0.49,0.39,App
17-06-24,Karachi,25.5,67.2,282,80,9,2,7,Cobra,Reptile,9,Afternoon,Sunny,Tue,Autumn,0,0.23,0.08,0.63,0.55,0.67,Fed,No,0.51,49.7,Fed,Fleeing,No,46,Rural,0.04,0.77,Hotline
08-02-10,Quetta,16.1,51.2,246,44,4,2,4,Fox,Mammal,3,Evening,Rainy,Thu,Spring,5,0.34,0.34,0.22,0.68,0.08,Chased,Yes,0.43,16.7,Photographed,Fleeing,Yes,11.5,Semi-urban,0.06,0.27,In-person
08-06-10,Lahore,28.4,55.3,82,48,7,4,5,Fox,Mammal,5,Morning,Foggy,Sat,Summer,3,0,0.28,0.91,0.9,0.52,Heard,No,0.6,20.6,Heard,Aggressive,Yes,12.3,Rural,0.82,0.2,In-person
26-07-13,Lahore,29.6,64.4,218,75,4,1,8,Porcupine,Mammal,7,Afternoon,Sunny,Tue,Winter,2,0.29,0.97,0.05,0.35,0.08,Fed,No,0.87,42.5,Seen,Fleeing,Yes,40,Rural,0.53,0.42,Hotline
09-02-22,Lahore,15.1,39.5,292,42,0,4,5,Fox,Mammal,8,Afternoon,Cloudy,Tue,Winter,8,0.2,0.13,0.34,0.77,0.11,Seen,Yes,0.31,1.5,Seen,Aggressive,Yes,48.4,Urban,0.59,0.75,App
29-01-17,Karachi,34.5,30.1,265,58,7,2,5,Owl,Bird,9,Night,Foggy,Thu,Autumn,9,0.7,0.61,0.02,0.2,0.48,Seen,Yes,0.5,31.5,Seen,Feeding,No,35.8,Rural,0.68,0.44,In-person
09-11-18,Karachi,41.3,24.4,272,57,0,4,4,Fox,Mammal,8,Morning,Rainy,Tue,Summer,2,0.13,0.81,0.37,0.7,0.2,Chased,Yes,0.14,19,Photographed,Calm,Yes,14.1,Rural,0.87,0.88,Website
19-11-15,Islamabad,31,21.3,105,78,0,3,6,Porcupine,Mammal,9,Morning,Sunny,Sun,Autumn,1,0.01,0.68,0.84,0.47,0.83,Photographed,No,0.8,40.6,Fed,Aggressive,Yes,22.3,Semi-urban,0.27,0.87,Website
02-03-24,Peshawar,34.5,75.9,122,54,9,2,4,Cobra,Reptile,5,Morning,Sunny,Mon,Spring,6,0.18,0.91,0.06,0.95,0.2,Seen,No,0.37,30,Chased,Aggressive,Yes,19.1,Semi-urban,0.67,0.98,Website
28-12-25,Islamabad,33.2,70.5,76,64,3,0,8,Bat,Mammal,5,Night,Sunny,Wed,Winter,9,0.68,0.23,0.26,0.38,0.3,Seen,No,0.33,3.9,Chased,Fleeing,No,41.9,Semi-urban,0.06,0.9,App
28-04-24,Karachi,18.8,24.6,199,96,2,3,7,Fox,Mammal,5,Night,Rainy,Wed,Winter,4,0.29,0.66,0.5,0.33,0.83,Seen,Yes,0.75,24.2,Photographed,Calm,No,42.4,Rural,0.92,0.58,Website
15-10-22,Karachi,21.4,84.1,209,53,7,3,4,Bat,Mammal,5,Evening,Foggy,Mon,Winter,7,0.64,0.95,0.09,0.06,0.6,Photographed,Yes,0.97,30.7,Chased,Fleeing,Yes,2.7,Semi-urban,0.22,0.32,Hotline
29-09-23,Peshawar,25.1,23.1,138,49,6,1,0,Bat,Mammal,5,Afternoon,Foggy,Fri,Autumn,0,0.14,0.91,0.59,0.46,0.94,Seen,Yes,0.19,47.6,Fed,Fleeing,Yes,18.3,Semi-urban,0.7,0.94,In-person
02-12-13,Quetta,30.5,21.6,254,67,3,4,9,Owl,Bird,3,Evening,Sunny,Wed,Autumn,1,0.94,0.8,0.56,0.21,0.45,Heard,No,0.72,50.4,Chased,Calm,No,48,Semi-urban,0.61,0.57,App
02-06-20,Quetta,15.5,25,135,43,6,3,7,Porcupine,Mammal,8,Afternoon,Sunny,Mon,Spring,3,0.54,0.6,0.47,0.28,0.95,Chased,No,0.18,56.4,Chased,Feeding,Yes,15.6,Semi-urban,0.51,0.2,App
08-02-24,Islamabad,17.1,50.1,73,81,4,0,1,Owl,Bird,3,Morning,Rainy,Tue,Winter,5,0.86,0.52,0.24,0.19,0.95,Chased,No,0.28,48.7,Photographed,Feeding,No,18.5,Urban,0.99,0.43,In-person
20-07-15,Peshawar,25.5,64.6,96,86,1,3,4,Hedgehog,Mammal,8,Evening,Sunny,Sat,Spring,8,0.01,0.58,0.87,0.19,0.59,Chased,No,0.15,49.1,Chased,Feeding,Yes,13.8,Urban,0.99,0.93,App
02-10-19,Quetta,37,54.8,73,96,6,0,8,Monkey,Mammal,7,Evening,Sunny,Fri,Autumn,6,0.9,0.6,0.03,0.63,0.95,Heard,No,0.17,35.4,Photographed,Aggressive,Yes,45.8,Urban,0.01,0.67,In-person
01-07-23,Islamabad,29.2,44.3,86,64,8,0,3,Owl,Bird,3,Night,Sunny,Sun,Summer,3,0.36,0.88,0.44,0.57,0.18,Photographed,No,0.54,52.5,Heard,Calm,No,38.7,Rural,0.08,0.88,Website
17-08-16,Islamabad,23.2,66.6,208,62,0,2,5,Hedgehog,Mammal,9,Morning,Rainy,Thu,Spring,1,0.05,0.89,0.38,0.71,0.65,Seen,Yes,0.25,19.8,Heard,Curious,No,26.5,Urban,0.85,0.96,App
27-07-17,Karachi,15.6,44.7,298,81,4,2,6,Owl,Bird,9,Night,Cloudy,Sat,Summer,3,0.73,0.08,0.45,0.68,0.27,Chased,No,0.17,57.5,Seen,Fleeing,Yes,45.7,Urban,0.93,0.98,Hotline
08-05-13,Islamabad,20.5,31,195,76,8,4,2,Hedgehog,Mammal,6,Afternoon,Cloudy,Fri,Summer,6,0.62,0.88,0.99,0.81,0.47,Photographed,Yes,0.75,50.8,Seen,Calm,No,23.3,Rural,0.79,0.53,Hotline
25-07-14,Lahore,26.6,56.8,295,61,8,3,8,Wild Cat,Mammal,1,Night,Cloudy,Mon,Spring,8,0.49,0.27,0.49,0.95,0.29,Chased,Yes,0.99,14.5,Chased,Feeding,No,10.5,Urban,0.54,0.86,In-person
06-03-10,Karachi,37.5,70.6,75,60,0,0,2,Fox,Mammal,9,Evening,Sunny,Mon,Winter,6,0.97,0.92,0.2,0.73,0.58,Fed,No,0.14,22.9,Seen,Feeding,Yes,24.4,Semi-urban,0.67,0.37,App
02-02-16,Karachi,43,51.6,99,49,1,4,5,Cobra,Reptile,7,Afternoon,Foggy,Mon,Winter,8,0.74,0.29,0.33,0.4,0.19,Photographed,Yes,0.72,20.4,Chased,Calm,Yes,16.4,Urban,0.27,0.51,App
13-07-24,Karachi,38.2,78.5,149,90,1,1,6,Hedgehog,Mammal,8,Morning,Foggy,Fri,Summer,1,0.78,0.67,0.1,1,0.76,Seen,Yes,0.76,4.8,Chased,Curious,Yes,20,Rural,0.09,0.42,Website
14-12-19,Quetta,32.1,81.5,174,76,6,0,2,Cobra,Reptile,4,Evening,Cloudy,Sun,Spring,8,0.8,0.05,0.6,0.53,0.29,Fed,No,0.34,35.2,Chased,Feeding,Yes,35.4,Semi-urban,0.03,0.61,Website
29-08-17,Lahore,20.1,29.8,82,68,1,4,3,Wild Cat,Mammal,1,Evening,Foggy,Sun,Winter,1,0.47,0.96,0.35,0.74,0.26,Chased,Yes,0.56,33.6,Fed,Feeding,Yes,16.5,Semi-urban,0.47,0.35,Hotline
22-12-14,Islamabad,15.2,35.1,271,61,9,3,2,Owl,Bird,1,Afternoon,Sunny,Mon,Summer,6,0.61,0.21,0.26,0.82,0.21,Photographed,Yes,0.4,40.2,Heard,Curious,No,28.1,Urban,0.46,0.91,Hotline
19-06-23,Karachi,21.6,71.9,168,90,7,4,2,Hedgehog,Mammal,5,Evening,Cloudy,Sun,Summer,4,0.72,0.82,0.14,0.71,0.92,Chased,No,0.62,12,Fed,Aggressive,No,6.4,Urban,0.26,0.19,In-person
24-07-17,Quetta,30.4,24.9,212,94,8,1,6,Fox,Mammal,5,Night,Rainy,Fri,Autumn,7,0.71,0.05,0.08,0.06,0.42,Seen,No,0.14,45,Chased,Aggressive,Yes,11.2,Rural,0.94,0.54,Website
30-06-15,Islamabad,28.4,74.6,164,93,4,3,6,Porcupine,Mammal,3,Evening,Cloudy,Wed,Spring,0,0.38,0.84,0.26,0.29,0.68,Chased,No,0.29,14.5,Chased,Aggressive,Yes,15.3,Semi-urban,0.68,0.9,Website
